playlist_index,original_title,original_artists,beatport_title,beatport_artists,beatport_key,beatport_key_camelot,beatport_year,beatport_bpm,beatport_label,beatport_genres,beatport_release,beatport_release_date,beatport_track_id,beatport_url,title_sim,artist_sim,match_score,confidence,search_query_index,search_stop_query_index,candidate_index
89,Suffocating,"Jamek Ortega, JUNO (DE)",Suffocating Original Mix,"Jamek Ortega, JUNO (DE)",Db Minor,12A,2023,120,Abracadabra Music,"Afro House, Melodic House & Techno",,2023-02-24,17366819,https://www.beatport.com/track/suffocating/17366819,100.0,100,106.5,high,1,2,16
90,All My Days feat. Alex Ronin (Original Mix),"Rafael Cerato, Alex Ronin",All My Days feat. Alex Ronin Original Mix,"Rafael Cerato, Alex Ronin",E Minor,9A,2024,122,Systematic Recordings,"Melodic House & Techno|Melodic House, Melodic House & Techno, Melodic House & Techno|Melodic Techno",,2024-05-10,18925431,https://www.beatport.com/track/all-my-days-feat-alex-ronin/18925431,100.0,100,108.5,high,1,8,3
91,Ame - Asa (Original Mix),Âme,Asa Original Mix,Âme,Eb Minor,2A,2024,128,Innervisions,"Melodic House & Techno|Melodic House, Afro House, Melodic House & Techno",,2024-07-12,19139639,https://www.beatport.com/track/asa/19139639,100.0,100,107.0,high,1,8,1
92,Burning To Me (Hardt Antoine Remix),Steven Jones & Pole Position,Burning To Me Hardt Antoine Remix,"Steven Jones, Pole Position, Hardt Antoine, Me Hardt Antoine",A Minor,8A,2023,123,Anims,"Melodic House & Techno, Melodic House & Techno|Melodic House",,2023-12-15,18402827,https://www.beatport.com/track/burning-to-me/18402827,100.0,100,117.5,high,1,5,1
93,Dig My Moves - Ede Remix,"Pole Position,Ede",Dig My Moves Ede Remix,"Pole Position, Ede, My Moves Ede",B Minor,10A,2024,124,Anims,"Melodic House & Techno|Melodic House, Melodic House & Techno, Afro House",,2024-05-31,18995346,https://www.beatport.com/track/dig-my-moves/18995346,100.0,100,117.5,high,1,5,1
94,Ginevra (Dodi Palese Remix),Jepe,Ginevra Dodi Palese Remix,"Jepe, Dodi Palese, Ginevra Dodi Palese",E Major,12B,2023,125,Aeon,"Indie Dance, House, Indie Dance|Dark Disco",,2023-11-10,18338521,https://www.beatport.com/track/ginevra/18338521,100.0,100,117.5,high,1,5,1
95,House Delivery (Original Mix),Deomid,House Delivery Original Mix,Deomid,Eb Major,5B,2024,124,Monaberry,"Melodic House & Techno, Afro House, Melodic House & Techno|Melodic House",,2024-01-19,18501112,https://www.beatport.com/track/house-delivery/18501112,100.0,100,108.5,high,1,6,1
96,House Delivery (Original Mix),Deomid,House Delivery Original Mix,Deomid,Eb Major,5B,2024,124,Monaberry,"Melodic House & Techno, Afro House, Melodic House & Techno|Melodic House",,2024-01-19,18501112,https://www.beatport.com/track/house-delivery/18501112,100.0,100,108.5,high,1,6,1
97,I Am a Dancer (Skatman Remix),Marc Romboy / C.A.R.,I Am a Dancer Skatman Remix,"Marc Romboy, C.A.R., Skatman, a Dancer Skatman",Ab Minor,1A,2024,124,Systematic Recordings,"Melodic House & Techno, Afro House, Organic House",,2024-12-27,19908657,https://www.beatport.com/track/i-am-a-dancer/19908657,100.0,100,117.5,high,1,5,2
98,If U Don't Idk (Original Mix),Auggie & Enes Cakr,If U Don't Idk Original Mix,"Auggië, Enes Çakır",E Minor,9A,2024,125,Engrave LTD,"House, Indie Dance, Tech House",,2024-05-17,18892707,https://www.beatport.com/track/if-u-dont-idk/18892707,100.0,97,107.2,high,1,8,1
99,La Mosca (Original Mix),Hardt Antoine,La Mosca Original Mix,Hardt Antoine,A Major,11B,2024,123,Kompakt,"Melodic House & Techno, Melodic House & Techno|Melodic House, Afro House",,2024-05-10,18779819,https://www.beatport.com/track/la-mosca/18779819,100.0,100,108.5,high,1,6,1
100,Luxo,Trikk,Luxo Original Mix,Trikk,Bb Minor,3A,2025,125,Innervisions,"Indie Dance, House",,2025-04-25,20355167,https://www.beatport.com/track/luxo/20355167,100.0,100,106.5,high,1,2,2
101,Reset (Original Mix),Adellic,Reset Original Mix,Adellic,E Minor,9A,2024,125,Diynamic,"Indie Dance, Nu Disco / Disco, House",,2024-06-14,19108164,https://www.beatport.com/track/reset/19108164,100.0,100,108.5,high,1,6,1
102,Samer Soltan - I Want Your Love,Samer Soltan,I Want Your Love Original Mix,Samer Soltan,Bb Minor,3A,2023,123,Diynamic,"House, Indie Dance, Deep House, Minimal / Deep Tech, Tech House",,2023-11-24,18286614,https://www.beatport.com/track/i-want-your-love/18286614?srsltid=AfmBOopX_JnGJDpkE-HPU13Wu-BD4aWdiRxqH5P44ddsqWpIEpV8jUe2,100.0,100,105.0,high,1,2,1
103,Too Expensive (Original Mix),01. Thodoris Triantafillou,Too Expensive Original Mix,Thodoris Triantafillou,Db Minor,12A,2022,120,ATLANT,"Indie Dance, House",,2022-12-29,17259318,https://www.beatport.com/track/too-expensive/17259318,100.0,100,108.5,high,1,6,1
104,(F) Coma Cat (Purple Disco Machine Extended Re-Work),Tensnake,Coma Cat Purple Disco Machine Extended Re-Work,"Tensnake, Purple Disco Machine",D Minor,7A,2022,122,Defected,"Nu Disco / Disco, House, Funky House, Indie Dance",,2022-09-30,16924339,https://www.beatport.com/track/coma-cat/16924339,100.0,100,134.5,high,1,5,1
105,[4]Pass This On (Arodes Remix) [4],Kashovski,Pass This On Arodes Remix,"Kashovski, Arodes, This On Arodes",G Minor,6A,2021,124,RADIANT.,"Afro House, Organic House, Melodic House & Techno|Melodic House, Melodic House & Techno",,2021-12-17,16028362,https://www.beatport.com/track/pass-this-on/16028362,100.0,100,117.5,high,1,5,1
106,[5] Missing (Extended Version)[5],"Emanuele Esposito, Bass Fly",Missing Extended Version,"Emanuele Esposito, Bass Fly, Kate Yvorra",A Minor,8A,2022,122,Switch Records,"Afro House, Afro House|Afro / Latin",,2022-07-15,16609195,https://www.beatport.com/track/missing/16609195,100.0,100,103.5,high,1,2,2
107,[5] Tighter (Whitesquare Extended Remix),HOSH Jalja,Tighter (feat. Jalja) Whitesquare Extended Remix,"HOSH, Jalja, Whitesquare",F Major,7B,2021,124,Three Six Zero Recordings,"Indie Dance, Indie Dance|Dark Disco",,2021-10-08,15663218,https://www.beatport.com/track/tighter-feat-jalja/15663218,100.0,100,93.5,med,1,5,1
108,[4] Every Breath You Take (Extended Mix) [4],"Simone Vitullo, Seraphiel",Every Breath You Take Extended Mix,"Simone Vitullo, Seraphiel",F Minor,4A,2022,121,Go Deeva Records,"Afro House, Organic House, Amapiano, Afro House|Afro / Latin, Progressive House, Melodic House & Techno, Melodic House & Techno|Melodic House",,2022-06-10,16577635,https://www.beatport.com/track/every-breath-you-take/16577635,100.0,100,108.5,high,1,2,7
109,[4]Tel Aviv To Casablanca,Pablo Fierro,Tel Aviv To Casablanca Original Mix,Pablo Fierro,C Minor,5A,2019,89,Armada Music Albums,"Afro House, Melodic House & Techno, Progressive House, Afro House|Afro / Latin",,2019-03-01,11626764,https://www.beatport.com/track/tel-aviv-to-casablanca/11626764,100.0,100,106.5,high,1,2,2
110,[5] Stil (Frankie Lluc Remix) heydj.pro,Acid Arab,Stil Frankie Lluc Remix,"Acid Arab, Frankie LLuc, Cem Yildiz, Stil Frankie Lluc",Ab Major,4B,2022,240,Crammed,"Indie Dance, House, Indie Dance|Dark Disco",,2022-04-01,16335618,https://www.beatport.com/track/stil/16335618,100.0,100,116.0,high,1,5,1
111,[6]Start Over (Original Mix),"Damian Lazarus, Gorgon City, Leia Contois",Start Over Original Mix,"Damian Lazarus, Gorgon City, Leia Contois",Eb Major,5B,2022,121,Crosstown Rebels,"Melodic House & Techno, Afro House, Progressive House, Organic House",,2022-04-15,16371780,https://www.beatport.com/track/start-over/16371780,100.0,100,107.5,high,1,8,1
112,[7-8] Rhythm (Of The Night) (Extended Mix),Something Good & Yotto,Rhythm (Of The Night) Extended Mix,"YOTTO, Something Good",F Minor,4A,2023,122,Armada Music Albums,"Progressive House, Melodic House & Techno, Organic House, Afro House",,2023-03-10,17453451,https://www.beatport.com/track/rhythm-of-the-night/17453451,100.0,100,132.5,high,1,5,17
113,[7] I Want Your Soul,Armand Van Helden,I Want Your Soul Original Mix,Armand Van Helden,Bb Minor,3A,2013,128,Southern Fried Records,"House, Deep House, Indie Dance, Tech House, Funky House",,2013-01-01,4771551,https://www.beatport.com/track/i-want-your-soul-original-mix/4771551,100.0,100,106.5,high,1,2,1
114,[7] It Goes Like Nanana (Alex Wann x Sasson Remix),Peggy Gou,,,,,,,,,,,,,0,0,0.0,low,0,0,0
115,[7] Rabbit Hole (Extended Mix),Camelphat Feat. Jem Cooke,Rabbit Hole Extended Mix,"CamelPhat, Jem Cooke",A Major,11B,2022,124,RCA Records Label,"Melodic House & Techno, Organic House",,2022-02-25,16231968,https://www.beatport.com/track/rabbit-hole/16231968,100.0,100,108.5,high,1,2,4
116,[7] Stars At Night (Club Mix),"YASS, FNX Omar, Vanetty, Syon",Stars At Night Original Mix,"YASS, Syon, FNX OMAR, Vanetty",G Major,9B,2023,120,HAUTE COUTURE MUSIC,"Afro House, Organic House, Melodic House & Techno",,2023-05-19,17718050,https://www.beatport.com/track/stars-at-night/17718050,100.0,100,101.5,high,1,2,1
117,[7](?) Freed From Desire (Full Vocals Mixx) 129,47. Gala,Freed From Desire Full Vocals Mixx,"Molella, Gala, Phil Jay",D Minor,7A,2007,129,Do It Yourself,"Dance / Pop, Mainstage|Big Room, Mainstage|Electro House",,2007-04-18,18751784,https://www.beatport.com/track/freed-from-desire/18751784,100.0,100,122.0,high,1,5,2
118,[8-9] Kwele,Faros,Kwele Original Mix,Faros,B Major,1B,2023,120,Wired,"Afro House, Melodic House & Techno",,2023-10-20,18137281,https://www.beatport.com/track/kwele/18137281,100.0,100,106.5,high,1,2,2
119,[8-9] Tighter (CamelPhat Remix),"HOSH, CamelPhat",,,,,,,,,,,,,0,0,0.0,low,0,0,0
120,Addicted (Club Mix),Serge Devant & Hadley,Addicted Radio Edit,"Serge Devant, Hadley",G Minor,6A,2013,128,Ultra,"Progressive House, Melodic House & Techno",,2013-07-23,792955,https://www.beatport.com/track/addicted/792955,100.0,100,102.5,high,1,2,1
121,Adore (Extended Mix),Bob Sinclar,Adore Extended Mix,Bob Sinclar,A Minor,8A,2024,124,Yellow Productions,"House, Deep House, Tech House",,2024-02-28,18752018,https://www.beatport.com/track/adore/18752018,100.0,100,108.5,high,1,2,2
122,Outro Lugar (Version Club),Salomé De Bahia,Outro Lugar Original Mix,Salome De Bahia,F# Minor,11A,2020,128,Wagram Music / Balagan Music,"Mainstage|Electro House, Dance / Pop",,2020-06-26,13800415,https://www.beatport.com/track/outro-lugar/13800415,100.0,100,106.5,high,1,2,5
123,Praise You (Purple Disco Machine extended remix),Fatboy Slim,Praise You Purple Disco Machine Extended Remix,"Fatboy Slim, Purple Disco Machine",Ab Major,4B,2018,121,Skint Records,"Dance / Pop, Mainstage|Electro House, Mainstage|Future House",,2018-11-09,13815689,https://www.beatport.com/track/praise-you/13815689,100.0,100,96.5,high,3,5,11
124,Relax My Eyes (Original Mix),"ANOTR, Abel Balder",Relax My Eyes Original Mix,"ANOTR, Abel Balder",Bb Minor,3A,2022,132,NO ART,"House, Deep House, Tech House",,2022-11-11,17034755,https://www.beatport.com/track/relax-my-eyes/17034755,100.0,100,108.5,high,1,8,1
125,We Are Mirage (Original Mix),"Eric Prydz, Empire Of The Sun",We Are Mirage Original Mix,"Eric Prydz, Empire Of The Sun",E Minor,9A,2014,128,Virgin Records Ltd,"Progressive House, Organic House, Melodic House & Techno, Afro House",,2014-01-01,15731334,https://www.beatport.com/track/we-are-mirage/15731334,100.0,100,108.5,high,1,8,2
126,[5-6] Save a Prayer,"Leo Guardo, Jordan Grace, Leo Gira, Kasango",Save a Prayer Original Mix,"Leo Guardo, Jordan Grace, Leo Gira, Kasango",B Minor,10A,2023,120,REDOLENT,Afro House,,2023-09-01,18038647,https://www.beatport.com/track/save-a-prayer/18038647,100.0,100,105.5,high,1,2,1
127,[7-8] Batonga (Extended Mix),"Bontan, AMEME, Don Bello Ni",Batonga Extended Mix,"Bontan, AMEME, Don Bello Ni",A Major,11B,2023,125,One Tribe Records,"Afro House, Afro House|Afro / Latin, Organic House",,2023-05-26,17704790,https://www.beatport.com/track/batonga/17704790,100.0,100,107.5,high,12,12,16
128,[7-8] Party All The Time (Original Mix),"ADDFX, Dood (Gr)",Party All The Time Original Mix,"ADDFX, Dood (Gr)",Db Major,3B,2022,122,REDOLENT,"Melodic House & Techno, Afro House, Organic House, Afro House|Afro Melodic",,2022-08-26,16780774,https://www.beatport.com/track/party-all-the-time/16780774,100.0,100,108.5,high,1,8,1
129,[7] Afro Latinism (Original Mix),Joeski,Afro Latinism Original Mix,Joeski,A Major,11B,2023,125,LW Recordings,"Afro House, Organic House, Afro House|Afro / Latin",,2023-10-02,18077658,https://www.beatport.com/track/afro-latinism/18077658,100.0,100,108.5,high,1,8,1
130,[8] Silence feat. Sarah McLachlan (Kryder Extended Remix),"Delerium, Sarah McLachlan",Silence feat. Sarah McLachlan Kryder Extended Remix,"Delerium, Sarah McLachlan, Kryder",A Minor,8A,2024,125,Armada Music Albums,"Melodic House & Techno, Afro House, Progressive House, Organic House",,2024-05-31,19102009,https://www.beatport.com/track/silence-feat-sarah-mclachlan/19102009,100.0,100,93.5,med,1,5,4
131,[8] The Power (trans),"Duke Dumont, Zak Abel ",The Power Extended Mix,"Duke Dumont, Zak Abel",F Minor,4A,2019,122,EMI,"Dance / Pop, Mainstage|Future House",,2019-08-09,12397690,https://www.beatport.com/track/the-power/12397690,100.0,100,87.0,med,1,24,16
132,[8] Voices Original Mix,"Like Mike, Tayllor",Voices Original Mix,"Like Mike, Tayllor",G Major,9B,2023,122,Hurry Up Slowly,"Afro House, Afro House|Afro / Latin, Organic House",,2023-07-28,17888090,https://www.beatport.com/track/voices/17888090,100.0,100,108.5,high,3,8,1
133,[9] The Lost Tribe (Original Mix),Safar (FR),The Lost Tribe Original Mix,Safar (FR),F Major,7B,2023,90,Sol Selectas,Afro House,,2023-05-12,17599651,https://www.beatport.com/track/the-lost-tribe/17599651,100.0,100,108.5,high,1,8,1
134,"Cajmere, Dajae, Marco Lys - Cajmere ft. Dajae - Brighter Days (Marco Lys Remix)",,,,,,,,,,,,,,0,0,0.0,low,0,0,0
135,Dope Dance,"Nandu, Radeckt, Tripolism",Dope Dance Extended Mix,"Nandu, Radeckt, Tripolism",E Major,12B,2023,120,Ultra,"Melodic House & Techno|Melodic House, Melodic House & Techno, Afro House, Afro House|Afro Melodic",,2023-07-28,17917456,https://www.beatport.com/track/dope-dance/17917456,100.0,100,105.5,high,1,2,7
136,Spectrum (Say my name) [Marco Generani remix],"Florence, The machine",,,,,,,,,,,,,0,0,0.0,low,0,0,0
137,[7-8] Kamili (Extended) ,"Francis Mercier, Nitefreak, Idd Aziz",Kamili Extended,"Francis Mercier, Idd Aziz, Nitefreak",A Minor,8A,2023,120,Higher Ground,"Afro House, Afro House|Afro Melodic",,2023-02-10,17305583,https://www.beatport.com/track/kamili/17305583,100.0,100,125.5,high,1,5,1
138,Crank This Mutha (Klubbheads Extended Remix),"Da Klubb Kings, Klubbheads",Crank This Mutha Klubbheads Remix,"Klubbheads, Da Klubb Kings, This Mutha Klubbheads",C Major,8B,2024,130,KGG,"Hard Dance / Hardcore / Neo Rave, Dance / Pop, Hard Dance / Hardcore / Neo Rave|Hardstyle",,2024-07-12,19127363,https://www.beatport.com/track/crank-this-mutha/19127363,100.0,100,117.5,high,1,5,6
139,Le Voie Le Soleil (Solardo Extended Mix),Patrick Prins,Le Voie Le Soleil Solardo Extended Mix,"Patrick Prins, Solardo",Db Minor,12A,2023,132,Toolroom,"House, Tech House, Indie Dance",,2023-12-15,18397376,https://www.beatport.com/track/le-voie-le-soleil/18397376,100.0,100,108.5,high,1,2,3
140,[7-8] Like Lovers Do (Original Mix),Pissi,Like Lovers Do Original Mix,Pissi,A Major,11B,2022,125,Shake Recordings,"Techno (Peak Time / Driving), Techno (Raw / Deep / Hypnotic)|Deep / Hypnotic, Techno (Raw / Deep / Hypnotic), Electro (Classic / Detroit / Modern)",,2022-08-05,16721805,https://www.beatport.com/track/like-lovers-do/16721805,100.0,100,108.5,high,1,8,1
141,[7-8] Zuleika (Original Mix),Sinvergüenza,Zuleika Original Mix,Sinvergüenza,G Major,9B,2023,128,VillaHangar,"Afro House, Afro House|Afro / Latin",,2023-06-30,17802133,https://www.beatport.com/track/zuleika/17802133,100.0,100,108.5,high,1,8,2
142,Bass Bousa (Original Mix),Nick Morgan,,,,,,,,,,,,,0,0,0.0,low,0,0,0
143,Darkest Light (Remastered),Lafayette Afro Rock Band,Darkest Light Remastered,Lafayette Afro Rock Band,Ab Minor,1A,2022,101,Strut,"House, Nu Disco / Disco",,2022-04-07,16403994,https://www.beatport.com/track/darkest-light/16403994,100.0,100,126.5,high,1,4,1
144,Extramelody (Metodi Hristov remix),Stefano Noferini,Extramelody Metodi Hristov Remix,"Stefano Noferini, Extramelody Metodi Hristov",G# Major,4B,2019,125,SLCTD,"Dance / Pop, Hard Dance / Hardcore / Neo Rave, Mainstage|Big Room, Mainstage|Electro House, Mainstage",,2019-02-01,11494496,https://www.beatport.com/track/extramelody/11494496,100.0,100,120.5,high,1,5,1
145,"Moderat, &ME, Rampa, Keinemusik - More Love (Rampa &ME Remix)",,More Love Rampa &ME Remix,"Moderat, ME, Rampa, Keinemusik, Love Rampa",B Minor,10A,2023,122,Keinemusik,"Melodic House & Techno, Afro House, Melodic House & Techno|Melodic House",,2023-10-27,18251881,https://www.beatport.com/track/more-love/18251881,100.0,100,118.0,high,1,5,1
146,On My Mind (Original Mix),Ajna (Be),On My Mind Original Mix,Ajna (BE),C Minor,5A,2023,120,LW Recordings,"Melodic House & Techno, Afro House, Melodic House & Techno|Melodic House, Organic House",,2023-08-11,17928772,https://www.beatport.com/track/on-my-mind/17928772,100.0,100,108.5,high,1,6,1
147,Only For Tonight (Extended),Terr,Only For Tonight Extended,TERR,C Major,8B,2022,122,Phantasy Sound,Indie Dance,,2022-09-16,16858797,https://www.beatport.com/track/only-for-tonight/16858797,100.0,100,126.5,high,1,4,1
148,The Party feat. A.I.,Musumeci & Dodi Palese,The Party feat. A.I. Original Mix,"Dodi Palese, Musumeci",G Minor,6A,2023,123,Innervisions,"Indie Dance, House, Nu Disco / Disco",,2023-12-01,18330984,https://www.beatport.com/track/the-party-feat-ai/18330984,100.0,100,106.5,high,1,2,1
149,Try (Club Edit),Ivory,Try Club Edit,Ivory (IT),Gb Major,2B,2022,123,Innervisions,"Melodic House & Techno, Progressive House, Afro House, Organic House, Afro House|Afro / Latin",,2022-10-14,16981479,https://www.beatport.com/track/try/16981479,100.0,100,102.5,high,1,2,1
150,Chiki Ta,Orient,Chiki Ta Extended Mix,Orient (ES),Db Minor,12A,2023,130,The Myth of NYX,"Tech House, Tech House|Latin Tech, House",,2023-04-28,17591780,https://www.beatport.com/track/chiki-ta/17591780,100.0,100,106.5,high,1,2,1
151,Chiki Ta (Extended Mix),Orient (ES),Chiki Ta Extended Mix,Orient (ES),Db Minor,12A,2023,130,The Myth of NYX,"Tech House, Tech House|Latin Tech, House",,2023-04-28,17591780,https://www.beatport.com/track/chiki-ta/17591780,100.0,100,108.5,high,1,2,1
152,Killer of Fate (Red Axes Remix),Island Hill,Killer of Fate Red Axes Remix,"Island Hill, Red Axes, Fate Red Axes",E Major,12B,2023,125,Bedrock Records,"Indie Dance, Indie Dance|Dark Disco, House",,2023-02-10,17355675,https://www.beatport.com/track/killer-of-fate/17355675,100.0,100,117.5,high,1,5,1
153,"Loco Hot, Gilad Kahana & Tamir Muskat ",Tebra רמיקס,,,,,,,,,,,,,0,0,0.0,low,0,0,0
154,London Bridge (Extended Mix),"Jen Payne, Dot N Life",London Bridge Extended Mix,"Dot N Life, Jen Payne",A Minor,8A,2023,128,Glasgow Underground,"Tech House, Bass House, House, UK Garage / Bassline",,2023-04-14,17556771,https://www.beatport.com/track/london-bridge/17556771,100.0,100,108.5,high,1,2,1
155,Monet (Extended Mix),"Simon Kidzoo, Simon Ray",Monet Extended Mix,"Simon Kidzoo, Simon Ray",Ab Minor,1A,2023,128,303Lovers,"Tech House, House, Tech House|Latin Tech",,2023-12-08,18345898,https://www.beatport.com/track/monet/18345898,100.0,100,108.5,high,1,2,1
156,Divided We Fall feat. Aquarius Heaven (Original Mix),"Aquarius Heaven, Tooker (KMLN)",Divided We Fall feat. Aquarius Heaven Original Mix,"Aquarius Heaven, Tooker",E Major,12B,2024,122,Human By Default,"Afro House, Melodic House & Techno, Melodic House & Techno|Melodic House",,2024-01-12,18441342,https://www.beatport.com/track/divided-we-fall-feat-aquarius-heaven/18441342,100.0,100,108.5,high,7,8,7
157,Teardrops (Don't Stop The Music) (Angelos remix),"Agoria, Rami Khalife, Noémie",Teardrops (Don't Stop The Music) Angelos remix,"Agoria, Rami Khalife, Noémie, Angelos",C Minor,5A,2023,122,Sapiens Recordings,Afro House,,2023-12-22,18463356,https://www.beatport.com/track/teardrops-dont-stop-the-music/18463356,100.0,100,143.5,high,1,5,1
158,Weak (Extended) ,"Vintage Culture, Maverick Sabre, Tom Breu",Weak Extended,"Maverick Sabre, Tom Breu, Vintage Culture",Eb Major,5B,2024,123,Vintage Culture,"Deep House, House",,2024-01-19,18498510,https://www.beatport.com/track/weak/18498510,100.0,100,125.5,high,1,5,8
159,Who Loves The Sun (Rodriguez Jr. Remix) ,"Nu, Jo.Ke",Who Loves The Sun Rodriguez Jr. Remix,"Nu, Jo.Ke, Rodriguez Jr., Sun Rodriguez Jr.",Eb Minor,2A,2023,124,Bar 25 Music,"Melodic House & Techno|Melodic House, Afro House, Melodic House & Techno",,2023-08-18,17997664,https://www.beatport.com/track/who-loves-the-sun/17997664,100.0,100,117.5,high,1,5,1
160,Yumi (Original Mix),Notre Dame,Yumi Original Mix,Notre Dame,F Minor,4A,2022,122,Diynamic,"Indie Dance, Nu Disco / Disco, House",,2022-11-11,17061810,https://www.beatport.com/track/yumi/17061810,100.0,100,108.5,high,1,6,1
161,Anesthetized Feeling (Original Mix),"Olivia, Three Less One",Anesthetized Feeling Original Mix,"Olivia, Three Less One",A Major,11B,2024,124,Engrave LTD,Indie Dance,,2024-02-16,18591616,https://www.beatport.com/track/anesthetized-feeling/18591616,100.0,100,108.5,high,1,8,1
